Поток Энергий,Древний Ветер,Дыхание Истока,Магическая производительность,Расхождения в стабильности магии,Гармония Бессмертия
6835.649,1.019,0.95,10.945531914893618,-0.03200000000000003,0.982
7129.934,0.0,0.95,18.228188976377954,-0.03200000000000003,0.982
7806.748,0.0,0.95,17.488045325779037,-0.03200000000000003,0.982
8501.181,0.0,0.95,15.012840466926068,-0.03200000000000003,0.982
8835.613,0.0,0.95,13.266361031518624,-0.03200000000000003,0.982
9135.933,0.0,0.95,12.043745819397994,-0.03200000000000003,0.982
9321.126,0.0,0.95,10.095306623058054,-0.03200000000000003,0.982
9783.976,0.0,0.95,7.644402861860209,-0.03200000000000003,0.982
6746.47,1.019,0.95,7.7166,-0.03300000000000003,0.983
6837.777,0.0,0.95,11.023714285714284,-0.03300000000000003,0.983
7132.53,1.02,0.95,18.228188976377954,-0.03300000000000003,0.983
7808.765,0.0,0.95,17.537727272727274,-0.03300000000000003,0.983
8502.099,0.0,0.95,15.042105263157893,-0.03300000000000003,0.983
8836.655,1.03,0.95,13.30448275862069,-0.03300000000000003,0.983
9136.433,1.035,0.95,12.057187500000001,-0.03300000000000003,0.983
9321.484,0.0,0.95,10.111842751842751,-0.03300000000000003,0.983
9784.732,0.0,0.95,7.652826446280992,-0.03300000000000003,0.983
6743.278,0.0,0.95,6.1980722891566264,-0.03400000000000003,0.984
6839.411,0.0,0.95,11.103021582733811,-0.03400000000000003,0.984
7135.12,0.0,0.95,18.3002371541502,-0.03400000000000003,0.984
7810.79,0.0,0.95,17.587692307692308,-0.03400000000000003,0.984
8503.014,0.0,0.95,15.071484374999999,-0.03400000000000003,0.984
8837.687,0.0,0.95,13.323625899280575,-0.03400000000000003,0.984
9136.933,0.0,0.95,12.084161073825504,-0.03400000000000003,0.984
9321.842,0.0,0.95,10.128433141919606,-0.03400000000000003,0.984
9785.504,1.049,0.95,7.66126861555433,-0.03400000000000003,0.984
6739.385,0.0,0.95,5.551510791366906,-0.03500000000000003,0.985
6841.396,0.0,0.95,11.183478260869565,-0.03500000000000003,0.985
7137.715,0.0,0.95,18.372857142857146,-0.03500000000000003,0.985
7812.823,0.0,0.95,17.637942857142857,-0.03500000000000003,0.985
8503.93,1.026,0.95,15.100978473581213,-0.03500000000000003,0.985
8838.727,0.0,0.95,13.342824207492795,-0.03500000000000003,0.985
9137.443,0.0,0.95,12.111255605381166,-0.03500000000000003,0.985
9322.199,0.0,0.95,10.145078060805258,-0.03500000000000003,0.985
9786.262,1.049,0.95,7.669729431253451,-0.03500000000000003,0.985
6728.644,0.0,0.95,4.792919254658385,-0.03600000000000003,0.986
6843.08,0.0,0.95,11.347941176470588,-0.03600000000000003,0.986
7140.311,0.0,0.95,18.372857142857146,-0.03600000000000003,0.986
7814.85,0.0,0.95,17.68848137535817,-0.03600000000000003,0.986
8504.847,0.0,0.95,15.130588235294116,-0.03600000000000003,0.986
8839.761,0.0,0.95,13.381387283236995,-0.03600000000000003,0.986
9137.95,1.035,0.95,12.124848484848485,-0.03600000000000003,0.986
9322.556,0.0,0.95,10.161777777777777,-0.03600000000000003,0.986
9787.008,0.0,0.95,7.678208955223881,-0.03600000000000003,0.986
6723.993,0.0,0.95,4.634594594594595,-0.03700000000000003,0.987
6844.03,0.0,0.95,11.60390977443609,-0.03700000000000003,0.987
7142.906,0.0,0.95,18.446055776892432,-0.03700000000000003,0.987
7816.877,0.0,0.95,17.739310344827587,-0.03700000000000003,0.987
8505.76,0.0,0.95,15.160314341846757,-0.03700000000000003,0.987
8840.795,0.0,0.95,13.400752532561505,-0.03700000000000003,0.987
9138.456,0.0,0.95,12.152125984251969,-0.03700000000000003,0.987
9322.912,0.0,0.95,10.178532563891178,-0.03700000000000003,0.987
9787.758,1.049,0.95,7.6867072495849476,-0.03700000000000003,0.987
6707.429,1.019,0.95,4.705243902439024,-0.038000000000000034,0.988
6847.342,0.0,0.95,11.560449438202246,-0.038000000000000034,0.988
7145.498,0.0,0.95,18.519840000000002,-0.038000000000000034,0.988
7818.911,0.0,0.95,17.739310344827587,-0.038000000000000034,0.988
8506.676,0.0,0.95,15.19015748031496,-0.038000000000000034,0.988
8841.83,0.0,0.95,13.439651669085631,-0.038000000000000034,0.988
9138.963,0.0,0.95,12.165810810810811,-0.038000000000000034,0.988
9323.267,0.0,0.95,10.19534269199009,-0.038000000000000034,0.988
9788.5,1.049,0.95,7.695224376731302,-0.038000000000000034,0.988
6695.191,1.019,0.95,5.551510791366906,-0.039000000000000035,0.989
6847.962,0.0,0.95,11.963720930232558,-0.039000000000000035,0.989
7148.098,0.0,0.95,18.519840000000002,-0.039000000000000035,0.989
7820.943,0.0,0.95,17.79043227665706,-0.039000000000000035,0.989
8507.59,1.026,0.95,15.250197628458498,-0.039000000000000035,0.989
8842.865,0.0,0.95,13.459186046511627,-0.039000000000000035,0.989
9139.469,0.0,0.95,12.193273137697517,-0.039000000000000035,0.989
9323.622,1.041,0.95,10.212208436724564,-0.039000000000000035,0.989
9789.231,0.0,0.95,7.703760399334443,-0.039000000000000035,0.989
6693.633,0.0,0.95,6.403817427385892,-0.040000000000000036,0.99
6849.289,0.0,0.95,12.34656,-0.040000000000000036,0.99
7150.696,1.02,0.95,18.594216867469882,-0.040000000000000036,0.99
7822.975,0.0,0.95,17.84184971098266,-0.040000000000000036,0.99
8508.51,0.0,0.95,15.280396039603959,-0.040000000000000036,0.99
8843.898,1.03,0.95,13.478777292576417,-0.040000000000000036,0.99
9139.976,0.0,0.95,12.220859728506788,-0.040000000000000036,0.99
9323.977,0.0,0.95,10.22066225165563,-0.040000000000000036,0.99
9789.971,0.0,0.95,7.712315380344253,-0.040000000000000036,0.99
6694.715,0.0,0.95,7.56529411764706,-0.041000000000000036,0.991
6851.841,1.019,0.95,12.34656,-0.041000000000000036,0.991
7153.292,0.0,0.95,18.6691935483871,-0.041000000000000036,0.991
7825.024,1.022,0.95,17.893565217391306,-0.041000000000000036,0.991
8509.428,1.026,0.95,15.310714285714285,-0.041000000000000036,0.991
8844.927,0.0,0.95,13.518131386861311,-0.041000000000000036,0.991
9140.483,0.0,0.95,12.234699886749718,-0.041000000000000036,0.991
9324.33,0.0,0.95,10.237611940298509,-0.041000000000000036,0.991
9790.704,0.0,0.95,7.72088938299055,-0.041000000000000036,0.991
6697.848,1.019,0.95,9.186428571428571,-0.04200000000000004,0.992
6853.352,1.019,0.95,12.914811715481171,-0.04200000000000004,0.992
7155.892,0.0,0.95,18.6691935483871,-0.04200000000000004,0.992
7827.052,0.0,0.95,17.94558139534884,-0.04200000000000004,0.992
8510.342,0.0,0.95,15.341153081510933,-0.04200000000000004,0.992
8845.964,1.03,0.95,13.537894736842103,-0.04200000000000004,0.992
9140.988,0.0,0.95,12.262474460839956,-0.04200000000000004,0.992
9324.684,0.0,0.95,10.254617940199337,-0.04200000000000004,0.992
9791.421,1.049,0.95,7.7294824707846415,-0.04200000000000004,0.992
6707.512,0.0,0.95,14.290000000000001,-0.04300000000000004,0.993
6856.03,1.019,0.95,12.914811715481171,-0.04300000000000004,0.993
7158.493,0.0,0.95,18.744777327935225,-0.04300000000000004,0.993
7829.095,0.0,0.95,17.99790087463557,-0.04300000000000004,0.993
8511.262,0.0,0.95,15.371713147410357,-0.04300000000000004,0.993
8846.989,0.0,0.95,13.577595307917887,-0.04300000000000004,0.993
9141.495,0.0,0.95,12.276409090909091,-0.04300000000000004,0.993
9325.036,0.0,0.95,10.271680532445924,-0.04300000000000004,0.993
9792.146,0.0,0.95,7.738094707520892,-0.04300000000000004,0.993
6714.84,0.0,0.95,17.340674157303372,-0.04400000000000004,0.994
6858.196,0.0,0.95,13.13463829787234,-0.04400000000000004,0.994
7161.089,0.0,0.95,18.8209756097561,-0.04400000000000004,0.994
7831.137,0.0,0.95,17.99790087463557,-0.04400000000000004,0.994
8512.18,0.0,0.95,15.402395209580838,-0.04400000000000004,0.994
8848.022,0.0,0.95,13.597533039647574,-0.04400000000000004,0.994
9142.0,0.0,0.95,12.304373576309796,-0.04400000000000004,0.994
9325.39,0.0,0.95,10.2888,-0.04400000000000004,0.994
9792.862,0.0,0.95,7.746726157278305,-0.04400000000000004,0.994
6728.353,0.0,0.95,21.736901408450706,-0.04500000000000004,0.995
6860.889,0.0,0.95,13.078983050847459,-0.04500000000000004,0.995
7163.691,0.0,0.95,18.8209756097561,-0.04500000000000004,0.995
7833.182,0.0,0.95,18.050526315789472,-0.04500000000000004,0.995
8513.098,0.0,0.95,15.4332,-0.04500000000000004,0.995
8849.051,0.0,0.95,13.617529411764703,-0.04500000000000004,0.995
9142.505,0.0,0.95,12.318403648802738,-0.04500000000000004,0.995
9325.777,0.0,0.95,10.305976627712855,-0.04500000000000004,0.995
9793.593,0.0,0.95,7.755376884422111,-0.04500000000000004,0.995
6737.583,1.019,0.95,21.435000000000002,-0.04600000000000004,0.996
6862.678,1.019,0.95,13.903783783783783,-0.04600000000000004,0.996
7166.289,0.0,0.95,18.89779591836735,-0.04600000000000004,0.996
7835.232,0.0,0.95,18.103460410557183,-0.04600000000000004,0.996
8514.017,0.0,0.95,15.464128256513025,-0.04600000000000004,0.996
8850.081,0.0,0.95,13.657699115044245,-0.04600000000000004,0.996
9143.01,0.0,0.95,12.34656,-0.04600000000000004,0.996
9326.171,0.0,0.95,10.323210702341138,-0.04600000000000004,0.996
9794.325,1.049,0.95,7.764046953605367,-0.04600000000000004,0.996
6748.85,0.0,0.95,19.053333333333335,-0.04700000000000004,0.997
6865.305,0.0,0.95,13.966696832579185,-0.04700000000000004,0.997
7168.893,0.0,0.95,18.975245901639347,-0.04700000000000004,0.997
7837.273,0.0,0.95,18.15670588235294,-0.04700000000000004,0.997
8514.932,1.026,0.95,15.495180722891567,-0.04700000000000004,0.997
8851.106,0.0,0.95,13.677872968980795,-0.04700000000000004,0.997
9143.514,0.0,0.95,12.374845360824743,-0.04700000000000004,0.997
9326.567,0.0,0.95,10.340502512562814,-0.04700000000000004,0.997
9795.105,1.049,0.95,7.772736429770565,-0.04700000000000004,0.997
6753.494,1.019,0.95,18.59421686746988,-0.04800000000000004,0.998
6867.851,0.0,0.95,14.094246575342465,-0.04800000000000004,0.998
7171.496,0.0,0.95,18.975245901639347,-0.04800000000000004,0.998
7839.322,0.0,0.95,18.210265486725664,-0.04800000000000004,0.998
8515.852,0.0,0.95,15.52635814889336,-0.04800000000000004,0.998
8852.133,0.0,0.95,13.718399999999997,-0.04800000000000004,0.998
9144.018,1.035,0.95,12.389036697247708,-0.04800000000000004,0.998
9326.963,0.0,0.95,10.349170159262364,-0.04800000000000004,0.998
9795.778,0.0,0.95,7.781445378151261,-0.04800000000000004,0.998
6757.565,0.0,0.95,18.15670588235294,-0.049000000000000044,0.999
6870.266,0.0,0.95,14.911304347826087,-0.049000000000000044,0.999
7174.097,0.0,0.95,19.053333333333335,-0.049000000000000044,0.999
7841.379,0.0,0.95,18.26414201183432,-0.049000000000000044,0.999
8516.768,0.0,0.95,15.55766129032258,-0.049000000000000044,0.999
8853.161,0.0,0.95,13.73875370919881,-0.049000000000000044,0.999
9144.522,0.0,0.95,12.417517241379311,-0.049000000000000044,0.999
9327.36,0.0,0.95,10.366549118387908,-0.049000000000000044,0.999
9796.44,1.049,0.95,7.790173864273696,-0.049000000000000044,0.999
6764.426,1.019,0.95,17.148,-0.050000000000000044,1.0
6872.994,0.0,0.95,15.668223350253808,-0.050000000000000044,1.0
7176.703,0.0,0.95,19.132066115702482,-0.050000000000000044,1.0
7843.427,0.0,0.95,18.26414201183432,-0.050000000000000044,1.0
8517.695,0.0,0.95,15.589090909090908,-0.050000000000000044,1.0
8854.195,0.0,0.95,13.759167904903416,-0.050000000000000044,1.0
9145.026,0.0,0.95,12.43180667433832,-0.050000000000000044,1.0
9327.756,1.041,0.95,10.383986543313709,-0.050000000000000044,1.0
9797.103,0.0,0.95,7.798921953958451,-0.050000000000000044,1.0
6663.587,0.0,0.951,14.698285714285715,-0.02400000000000002,0.975
6825.495,1.019,0.951,10.754843205574915,-0.02400000000000002,0.975
7109.493,1.02,0.951,17.876293436293437,-0.02400000000000002,0.975
7790.315,0.0,0.951,17.243798882681567,-0.02400000000000002,0.975
8493.801,0.0,0.951,14.782758620689654,-0.02400000000000002,0.975
8827.26,0.0,0.951,13.097482319660537,-0.02400000000000002,0.975
9131.922,0.0,0.951,11.89784140969163,-0.02400000000000002,0.975
9317.941,0.0,0.951,9.997214574898784,-0.02400000000000002,0.975
9777.322,0.0,0.951,7.58595303113053,-0.02400000000000002,0.975
6682.857,0.0,0.951,19.535696202531646,-0.025000000000000022,0.976
6823.199,0.0,0.951,10.643586206896552,-0.025000000000000022,0.976
7112.077,0.0,0.951,17.94558139534884,-0.025000000000000022,0.976
7792.318,0.0,0.951,17.292100840336136,-0.025000000000000022,0.976
8494.711,0.0,0.951,14.839615384615383,-0.025000000000000022,0.976
8828.299,0.0,0.951,13.116033994334277,-0.025000000000000022,0.976
9132.423,1.035,0.951,11.924105960264901,-0.025000000000000022,0.976
9318.315,0.0,0.951,10.013430656934306,-0.025000000000000022,0.976
9778.122,0.0,0.951,7.598402625820569,-0.025000000000000022,0.976
6692.756,0.0,0.951,18.15670588235294,-0.026000000000000023,0.977
6823.76,0.0,0.951,10.680415224913496,-0.026000000000000023,0.977
7114.664,0.0,0.951,18.015408560311286,-0.026000000000000023,0.977
7794.325,1.022,0.951,17.340674157303372,-0.026000000000000023,0.977
8495.627,0.0,0.951,14.868208092485547,-0.026000000000000023,0.977
8829.331,0.0,0.951,13.13463829787234,-0.026000000000000023,0.977
9132.924,0.0,0.951,11.950486725663717,-0.026000000000000023,0.977
9318.686,0.0,0.951,10.02969943135662,-0.026000000000000023,0.977
9778.908,1.049,0.951,7.6067250821467685,-0.026000000000000023,0.977
6712.343,0.0,0.951,14.290000000000001,-0.027000000000000024,0.978
6826.029,1.019,0.951,10.717500000000001,-0.027000000000000024,0.978
7117.25,0.0,0.951,18.015408560311286,-0.027000000000000024,0.978
7796.331,0.0,0.951,17.340674157303372,-0.027000000000000024,0.978
8496.542,0.0,0.951,14.896911196911196,-0.027000000000000024,0.978
8830.372,0.0,0.951,13.172005689900427,-0.027000000000000024,0.978
9133.424,0.0,0.951,11.963720930232558,-0.027000000000000024,0.978
9319.055,0.0,0.951,10.037853658536585,-0.027000000000000024,0.978
9779.7,1.049,0.951,7.615065789473684,-0.027000000000000024,0.978
6718.145,0.0,0.951,13.537894736842105,-0.028000000000000025,0.979
6828.3,1.019,0.951,10.754843205574915,-0.028000000000000025,0.979
7119.839,0.0,0.951,18.08578125,-0.028000000000000025,0.979
7798.351,0.0,0.951,17.389521126760563,-0.028000000000000025,0.979
8497.456,0.0,0.951,14.925725338491295,-0.028000000000000025,0.979
8831.41,0.0,0.951,13.19076923076923,-0.028000000000000025,0.979
9133.925,0.0,0.951,11.990277469478357,-0.028000000000000025,0.979
9319.421,1.041,0.951,10.054201954397394,-0.028000000000000025,0.979
9780.488,0.0,0.951,7.623424807903403,-0.028000000000000025,0.979
6727.948,0.0,0.951,11.871692307692307,-0.029000000000000026,0.98
6829.144,0.0,0.951,10.868450704225353,-0.029000000000000026,0.98
7122.428,1.02,0.951,18.15670588235294,-0.029000000000000026,0.98
7800.364,0.0,0.951,17.438644067796613,-0.029000000000000026,0.98
8498.369,0.0,0.951,14.954651162790697,-0.029000000000000026,0.98
8832.446,0.0,0.951,13.228457142857142,-0.029000000000000026,0.98
9134.425,1.035,0.951,12.0036,-0.029000000000000026,0.98
9319.786,0.0,0.951,10.070603588907016,-0.029000000000000026,0.98
9781.268,0.0,0.951,7.631802197802197,-0.029000000000000026,0.98
6734.988,0.0,0.951,10.498775510204082,-0.030000000000000027,0.981
6831.941,0.0,0.951,10.868450704225353,-0.030000000000000027,0.981
7125.014,0.0,0.951,18.15670588235294,-0.030000000000000027,0.981
7802.381,0.0,0.951,17.488045325779037,-0.030000000000000027,0.981
8499.287,0.0,0.951,14.983689320388349,-0.030000000000000027,0.981
8833.481,0.0,0.951,13.247381974248928,-0.030000000000000027,0.981
9134.925,1.035,0.951,12.03033407572383,-0.030000000000000027,0.981
9320.149,0.0,0.951,10.087058823529413,-0.030000000000000027,0.981
9782.046,0.0,0.951,7.640198019801979,-0.030000000000000027,0.981
6741.94,0.0,0.951,8.768863636363637,-0.031000000000000028,0.982
6833.445,0.0,0.951,10.945531914893618,-0.031000000000000028,0.982
7127.603,0.0,0.951,18.228188976377954,-0.031000000000000028,0.982
7804.397,0.0,0.951,17.537727272727274,-0.031000000000000028,0.982
8500.202,1.026,0.951,15.012840466926068,-0.031000000000000028,0.982
8834.514,1.03,0.951,13.285394548063127,-0.031000000000000028,0.982
9135.424,0.0,0.951,12.057187500000001,-0.031000000000000028,0.982
9320.51,0.0,0.951,10.103567921440263,-0.031000000000000028,0.982
9782.8,0.0,0.951,7.648612334801761,-0.031000000000000028,0.982
6743.035,1.019,0.951,7.112073732718894,-0.03200000000000003,0.983
6834.177,0.0,0.951,11.183478260869565,-0.03200000000000003,0.983
7130.196,0.0,0.951,18.3002371541502,-0.03200000000000003,0.983
7806.418,0.0,0.951,17.587692307692308,-0.03200000000000003,0.983
8501.116,0.0,0.951,15.042105263157893,-0.03200000000000003,0.983
8835.555,0.0,0.951,13.30448275862069,-0.03200000000000003,0.983
9135.923,0.0,0.951,12.070659217877095,-0.03200000000000003,0.983
9320.868,0.0,0.951,10.120131147540985,-0.03200000000000003,0.983
9783.579,0.0,0.951,7.657045203969129,-0.03200000000000003,0.983
6744.217,0.0,0.951,6.7393886462882096,-0.03300000000000003,0.984
6835.934,0.0,0.951,11.265109489051094,-0.03300000000000003,0.984
7132.786,1.02,0.951,18.3002371541502,-0.03300000000000003,0.984
7808.443,0.0,0.951,17.637942857142857,-0.03300000000000003,0.984
8502.026,0.0,0.951,15.071484374999999,-0.03300000000000003,0.984
8836.581,0.0,0.951,13.342824207492795,-0.03300000000000003,0.984
9136.432,0.0,0.951,12.097693169092945,-0.03300000000000003,0.984
9321.227,0.0,0.951,10.136748768472907,-0.03300000000000003,0.984
9784.34,0.0,0.951,7.6654966887417215,-0.03300000000000003,0.984
6742.998,0.0,0.951,6.148685258964144,-0.03400000000000003,0.985
6837.495,0.0,0.951,11.38981549815498,-0.03400000000000003,0.985
7135.375,0.0,0.951,18.372857142857146,-0.03400000000000003,0.985
7810.467,0.0,0.951,17.637942857142857,-0.03400000000000003,0.985
8502.941,0.0,0.951,15.130588235294116,-0.03400000000000003,0.985
8837.617,1.03,0.951,13.362077922077923,-0.03400000000000003,0.985
9136.941,0.0,0.951,12.111255605381166,-0.03400000000000003,0.985
9321.584,0.0,0.951,10.153421052631579,-0.03400000000000003,0.985
9785.095,0.0,0.951,7.673966850828729,-0.03400000000000003,0.985
6734.169,0.0,0.951,5.196363636363636,-0.03500000000000003,0.986
6838.892,0.0,0.951,11.647698113207547,-0.03500000000000003,0.986
7137.971,0.0,0.951,18.446055776892432,-0.03500000000000003,0.986
7812.492,0.0,0.951,17.68848137535817,-0.03500000000000003,0.986
8503.86,0.0,0.951,15.160314341846757,-0.03500000000000003,0.986
8838.657,1.03,0.951,13.381387283236995,-0.03500000000000003,0.986
9137.448,0.0,0.951,12.13847191011236,-0.03500000000000003,0.986
9321.941,1.041,0.951,10.170148270181219,-0.03500000000000003,0.986
9785.857,1.049,0.951,7.682455752212389,-0.03500000000000003,0.986
6721.416,0.0,0.951,4.634594594594595,-0.03600000000000003,0.987
6841.009,0.0,0.951,11.736273764258554,-0.03600000000000003,0.987
7140.562,0.0,0.951,18.446055776892432,-0.03600000000000003,0.987
7814.521,1.022,0.951,17.739310344827587,-0.03600000000000003,0.987
8504.77,0.0,0.951,15.19015748031496,-0.03600000000000003,0.987
8839.691,0.0,0.951,13.420173913043477,-0.03600000000000003,0.987
9137.955,0.0,0.951,12.165810810810811,-0.03600000000000003,0.987
9322.298,0.0,0.951,10.186930693069307,-0.03600000000000003,0.987
9786.607,0.0,0.951,7.690963455149501,-0.03600000000000003,0.987
6710.095,0.0,0.951,4.634594594594595,-0.03700000000000003,0.988
6841.866,1.019,0.951,12.200158102766798,-0.03700000000000003,0.988
7143.157,0.0,0.951,18.519840000000002,-0.03700000000000003,0.988
7816.555,0.0,0.951,17.79043227665706,-0.03700000000000003,0.988
8505.691,0.0,0.951,15.220118343195265,-0.03700000000000003,0.988
8840.725,0.0,0.951,13.439651669085631,-0.03700000000000003,0.988
9138.462,0.0,0.951,12.179526493799324,-0.03700000000000003,0.988
9322.654,0.0,0.951,10.19534269199009,-0.03700000000000003,0.988
9787.348,0.0,0.951,7.703760399334443,-0.03700000000000003,0.988
6702.632,0.0,0.951,4.883924050632912,-0.038000000000000034,0.989
6844.581,0.0,0.951,12.248571428571429,-0.038000000000000034,0.989
7145.753,1.02,0.951,18.594216867469882,-0.038000000000000034,0.989
7818.587,0.0,0.951,17.84184971098266,-0.038000000000000034,0.989
8506.608,1.026,0.951,15.250197628458498,-0.038000000000000034,0.989
8841.756,1.03,0.951,13.478777292576417,-0.038000000000000034,0.989
9138.969,0.0,0.951,12.207050847457628,-0.038000000000000034,0.989
9323.009,0.0,0.951,10.212208436724564,-0.038000000000000034,0.989
9788.09,0.0,0.951,7.712315380344253,-0.038000000000000034,0.989
6695.363,0.0,0.951,5.612072727272727,-0.039000000000000035,0.99
6846.385,0.0,0.951,12.598530612244899,-0.039000000000000035,0.99
7148.345,0.0,0.951,18.594216867469882,-0.039000000000000035,0.99
7820.612,0.0,0.951,17.893565217391306,-0.039000000000000035,0.99
8507.515,0.0,0.951,15.280396039603959,-0.039000000000000035,0.99
8842.79,1.03,0.951,13.498425655976675,-0.039000000000000035,0.99
9139.475,0.0,0.951,12.220859728506788,-0.039000000000000035,0.99
9323.364,0.0,0.951,10.229130074565036,-0.039000000000000035,0.99
9788.829,0.0,0.951,7.72088938299055,-0.039000000000000035,0.99
6693.999,0.0,0.951,6.403817427385892,-0.040000000000000036,0.991
6848.358,0.0,0.951,12.914811715481171,-0.040000000000000036,0.991
7150.941,0.0,0.951,18.6691935483871,-0.040000000000000036,0.991
7822.646,0.0,0.951,17.893565217391306,-0.040000000000000036,0.991
8508.44,0.0,0.951,15.310714285714285,-0.040000000000000036,0.991
8843.818,0.0,0.951,13.518131386861311,-0.040000000000000036,0.991
9139.982,1.035,0.951,12.248571428571429,-0.040000000000000036,0.991
9323.718,0.0,0.951,10.246107883817427,-0.040000000000000036,0.991
9789.549,0.0,0.951,7.7294824707846415,-0.040000000000000036,0.991
6698.302,0.0,0.951,11.431999999999999,-0.041000000000000036,0.992
6851.079,0.0,0.951,12.861,-0.041000000000000036,0.992
7153.537,0.0,0.951,18.744777327935225,-0.041000000000000036,0.992
7824.688,1.022,0.951,17.94558139534884,-0.041000000000000036,0.992
8509.359,1.026,0.951,15.341153081510933,-0.041000000000000036,0.992
8844.851,1.03,0.951,13.55771595900439,-0.041000000000000036,0.992
9140.487,0.0,0.951,12.276409090909091,-0.041000000000000036,0.992
9324.072,0.0,0.951,10.263142144638403,-0.041000000000000036,0.992
9790.293,1.049,0.951,7.738094707520892,-0.041000000000000036,0.992
6701.543,0.0,0.951,11.691818181818181,-0.04200000000000004,0.993
